iter	Passed	Remaining
1660	113045	4083
1661	113110	4015
1662	113177	3947
1663	113241	3879
1664	113312	3811
1665	113383	3743
1666	113454	3675
1667	113526	3607
1668	113594	3539
1669	113659	3471
1670	113724	3402
1671	113791	3334
1672	113855	3266
1673	113920	3198
1674	113985	3130
1675	114056	3062
1676	114125	2994
1677	114192	2926
1678	114258	2858
1679	114323	2790
1680	114389	2721
1681	114455	2653
1682	114520	2585
1683	114585	2517
1684	114652	2449
1685	114724	2381
1686	114794	2313
1687	114860	2245
1688	114927	2177
1689	114994	2109
1690	115062	2041
1691	115127	1973
1692	115199	1905
1693	115266	1837
1694	115333	1769
1695	115404	1701
1696	115476	1633
1697	115543	1565
1698	115611	1497
1699	115675	1428
1700	115736	1360
1701	115804	1292
1702	115869	1224
1703	115936	1156
1704	116001	1088
1705	116075	1020
1706	116143	952
1707	116211	884
1708	116280	816
1709	116348	748
1710	116415	680
1711	116485	612
1712	116552	544
1713	116617	476
1714	116685	408
1715	116758	340
1716	116827	272
1717	116897	204
1718	116962	136
1719	117028	68
1720	117094	0
