iter	RMSE
1666	24.80132215
1667	24.80022954
1668	24.79942297
1669	24.79843101
1670	24.79744296
1671	24.79663718
1672	24.79594155
1673	24.79512769
1674	24.79408036
1675	24.79319394
1676	24.79239551
1677	24.79156015
1678	24.79063198
1679	24.78963393
1680	24.78872877
1681	24.78794445
1682	24.78729767
1683	24.78614483
1684	24.78516209
1685	24.78423382
1686	24.78354336
1687	24.78291379
1688	24.78243116
1689	24.78186177
1690	24.78106045
1691	24.78059645
1692	24.7798253
1693	24.77908241
1694	24.77852862
1695	24.77792084
1696	24.77710758
1697	24.77618271
1698	24.77552629
1699	24.77473262
1700	24.77409533
1701	24.77344917
1702	24.77255921
1703	24.77186319
1704	24.77120839
1705	24.77040152
1706	24.76982346
1707	24.76898294
1708	24.7680781
1709	24.76709465
1710	24.76613163
1711	24.76510713
1712	24.76437413
1713	24.76377386
1714	24.76270446
1715	24.76198353
1716	24.76150074
1717	24.76079075
1718	24.76012168
1719	24.75944979
1720	24.75872173
