iter	RMSE
286	26.10889633
287	26.10746371
288	26.10650203
289	26.10518055
290	26.10378866
291	26.10252965
292	26.10126775
293	26.10020757
294	26.09904322
295	26.09764353
296	26.09642625
297	26.09520642
298	26.09430232
299	26.09338648
300	26.09243591
301	26.09130311
302	26.09016513
303	26.08880956
304	26.08787689
305	26.08638565
306	26.08508971
307	26.08384247
308	26.08264776
309	26.08159049
310	26.08026646
311	26.07914707
312	26.07795865
313	26.07688886
314	26.07617157
315	26.07482433
316	26.07357303
317	26.07271366
318	26.07147016
319	26.07057561
320	26.06939634
321	26.06813779
322	26.06678926
323	26.0657189
324	26.06448615
325	26.06329094
326	26.06183662
327	26.06067867
328	26.05910478
329	26.05796849
330	26.05684744
331	26.0557026
332	26.05464712
333	26.05331826
334	26.05256006
335	26.05136473
336	26.05016522
337	26.04896795
338	26.04787677
339	26.046523
340	26.04555585
341	26.04430176
342	26.0432091
343	26.04197257
344	26.04081828
345	26.03972387
346	26.03864238
347	26.03742551
348	26.03622643
349	26.03490986
350	26.03378295
351	26.03239372
352	26.03100962
353	26.02964938
354	26.0284372
355	26.02757298
356	26.02632337
357	26.02533414
358	26.02449022
359	26.02284382
360	26.02179769
361	26.02082938
362	26.01944133
363	26.01797368
364	26.01711173
365	26.01598498
366	26.01526984
367	26.01391642
368	26.01284268
369	26.01186406
370	26.01109718
371	26.00998282
372	26.00888048
373	26.00787322
374	26.00625644
375	26.00515178
376	26.00370937
377	26.0025266
378	26.00131377
379	25.99962885
380	25.99888463
381	25.99782141
382	25.99656618
383	25.99570069
384	25.99475936
385	25.99344215
386	25.99239394
387	25.99132716
388	25.99006178
389	25.98920402
390	25.98816389
391	25.98720254
392	25.98614938
393	25.98455031
394	25.98345189
395	25.98212748
396	25.98086289
397	25.97975781
398	25.97850844
399	25.97739557
400	25.9763595
401	25.97552505
402	25.97448114
403	25.97369539
404	25.97231215
405	25.97106457
406	25.97013798
407	25.96892297
408	25.96779911
409	25.96676657
410	25.96561152
411	25.96424916
412	25.96274971
413	25.96144423
414	25.96029625
415	25.95969683
416	25.95883823
417	25.95796434
418	25.9565484
419	25.95537995
420	25.95443502
421	25.95331556
422	25.95231176
423	25.95117498
424	25.94984056
425	25.94901027
426	25.94774035
427	25.94711657
428	25.94616398
429	25.94530179
430	25.94376052
431	25.94272646
432	25.94179732
433	25.94042722
434	25.93933561
435	25.93807556
436	25.936874
437	25.93563767
438	25.93455019
439	25.93351382
440	25.9321998
441	25.93118124
442	25.93016124
443	25.92899511
444	25.92777537
445	25.92689042
446	25.92561587
447	25.9244177
448	25.92333032
449	25.92222237
450	25.9210828
451	25.91986591
452	25.91888321
453	25.91760357
454	25.91639394
455	25.91536296
456	25.91414998
457	25.91321948
458	25.91210349
459	25.91117314
460	25.91002184
461	25.9087967
462	25.90788159
463	25.90707774
464	25.90572826
465	25.90476295
466	25.9039505
467	25.90301328
468	25.90207556
469	25.900985
470	25.89995825
471	25.89889289
472	25.89788715
473	25.89706186
474	25.89599808
475	25.89479212
476	25.89375108
477	25.8924024
478	25.89134546
479	25.8903674
480	25.88926062
481	25.88822842
482	25.8871268
483	25.88610476
484	25.88481637
485	25.88388455
486	25.88299825
487	25.88201776
488	25.88123551
489	25.88012766
490	25.8788907
491	25.87757432
492	25.87647531
493	25.87522799
494	25.87428388
495	25.87362484
496	25.87248453
497	25.87148162
498	25.87038052
499	25.86950779
500	25.86863374
501	25.86771247
502	25.86668608
503	25.86568021
504	25.86500853
505	25.86412416
506	25.86302611
507	25.86190504
508	25.86060131
509	25.85957156
510	25.85877097
511	25.85763477
512	25.85716491
513	25.85622273
514	25.85522484
515	25.85380741
516	25.85306897
517	25.85192442
518	25.85097026
519	25.85006623
520	25.84898778
521	25.84780333
522	25.84687051
523	25.8459811
524	25.84503482
525	25.84336664
526	25.84217303
527	25.84155065
528	25.84047974
529	25.83945603
530	25.83863221
531	25.83787391
532	25.83676076
533	25.83573613
534	25.83467625
535	25.83359863
536	25.83303455
537	25.83202741
538	25.83117763
539	25.83043923
540	25.82939496
541	25.82840072
542	25.82752514
543	25.82599321
544	25.82488598
545	25.82345994
546	25.82254334
547	25.82161539
548	25.82075468
549	25.81985549
550	25.81864764
551	25.81782129
552	25.81703683
553	25.81594473
554	25.81484081
555	25.81385822
556	25.81293189
557	25.81210007
558	25.81074405
559	25.80969617
560	25.8086099
561	25.80755571
562	25.80640307
563	25.80545773
564	25.80432308
565	25.8029008
566	25.80165533
567	25.80058795
568	25.79942024
569	25.79849947
570	25.79735463
571	25.79608184
572	25.79530538
573	25.79462526
574	25.793406
575	25.79249678
576	25.79154464
577	25.79064522
578	25.78944023
579	25.7883415
580	25.78706097
581	25.78609015
582	25.78501107
583	25.78398193
584	25.78268529
585	25.781253
586	25.77991293
587	25.77889578
588	25.77743662
589	25.77632156
590	25.77515415
591	25.77405819
592	25.77362675
593	25.77221997
594	25.77121845
595	25.77013506
596	25.7689437
597	25.76784591
598	25.76639412
599	25.76518057
600	25.76415142
601	25.76311777
602	25.76189
603	25.76076926
604	25.75936764
605	25.75797441
606	25.75689334
607	25.75597209
608	25.75506324
609	25.75377556
610	25.75261885
611	25.75170999
612	25.75083349
613	25.74972147
614	25.74890393
615	25.74770204
616	25.74649104
617	25.74568632
618	25.74450673
619	25.74334523
620	25.74249513
621	25.74167338
622	25.74062068
623	25.73971714
624	25.73856911
625	25.73742207
626	25.73641139
627	25.73544307
628	25.73417138
629	25.73329589
630	25.73244592
631	25.73134307
632	25.73037931
633	25.72952072
634	25.72817035
635	25.72773001
636	25.72668177
637	25.72594961
638	25.72487187
639	25.72381056
640	25.72289481
641	25.72193649
642	25.72077615
643	25.71965746
644	25.71869897
645	25.71785279
646	25.71685056
647	25.71563836
648	25.71457163
649	25.71370685
650	25.7126266
651	25.71168105
652	25.71098398
653	25.70986935
654	25.7090123
655	25.70804308
656	25.70724989
657	25.70631401
658	25.70574174
659	25.70416612
660	25.70280303
661	25.70174177
662	25.7006613
663	25.69966241
664	25.69874463
665	25.69769511
666	25.69638874
667	25.69528587
668	25.69412096
669	25.69309109
670	25.69207888
671	25.69097945
672	25.68990703
673	25.68869163
674	25.68764141
675	25.68672642
676	25.68585938
677	25.6848217
678	25.68384392
679	25.68312407
680	25.68235494
681	25.68099229
682	25.68007394
683	25.67892463
684	25.67794774
685	25.67701279
686	25.67580219
687	25.6752314
688	25.67419239
689	25.67353053
690	25.67250672
691	25.67148236
692	25.67028341
693	25.66948516
694	25.6685195
695	25.66785622
696	25.66695301
697	25.66578956
698	25.66451029
699	25.66369169
700	25.66239487
701	25.66116925
702	25.65989471
703	25.65878878
704	25.65782479
705	25.65649164
706	25.65538251
707	25.65432442
708	25.65355387
709	25.65268661
710	25.65189132
711	25.65076761
712	25.649776
713	25.64868095
714	25.64760745
715	25.64666597
716	25.64550354
717	25.64431989
718	25.64313616
719	25.64207204
720	25.64109343
721	25.64006228
722	25.63884872
723	25.63761097
724	25.63687239
725	25.63599625
726	25.63450998
727	25.6336216
728	25.63275101
729	25.63160721
730	25.63069795
731	25.62976415
732	25.62887121
733	25.62795957
734	25.62664956
735	25.62564607
736	25.62449508
737	25.6234922
738	25.6224139
739	25.62139356
740	25.62045956
741	25.61951779
742	25.61865545
743	25.6179017
744	25.61673018
745	25.61527066
746	25.61425506
747	25.61350442
748	25.61263575
749	25.6116505
750	25.61085966
751	25.61017435
752	25.60872818
753	25.6074349
754	25.60662084
755	25.6055206
756	25.60421613
757	25.6031553
758	25.60203357
759	25.60111878
760	25.60049385
761	25.59969799
762	25.59858101
763	25.59732497
764	25.59587142
765	25.59485305
766	25.59388452
767	25.59285699
768	25.59201153
769	25.59075203
770	25.58994781
771	25.58899337
772	25.58779252
773	25.58635485
774	25.58574298
775	25.58449651
776	25.58345551
777	25.58243864
778	25.58146887
779	25.5803688
780	25.57932573
781	25.57823891
782	25.57711391
783	25.57591332
784	25.57483826
785	25.57369924
786	25.57278192
787	25.57174769
788	25.57097457
789	25.57013366
790	25.56947921
791	25.56856598
792	25.56783604
793	25.56698159
794	25.56616241
795	25.56525962
796	25.56437409
797	25.56343467
798	25.56230229
799	25.56124168
800	25.56038502
801	25.55966704
802	25.55857577
803	25.55748063
804	25.5564441
805	25.55575712
806	25.55488876
807	25.55392302
808	25.55285828
809	25.55192271
810	25.5510671
811	25.55001457
812	25.54892783
813	25.54782321
814	25.54658297
815	25.54546187
816	25.54458957
817	25.5436941
818	25.54258133
819	25.54181216
820	25.54086631
821	25.53996451
822	25.53895157
823	25.53770541
824	25.53690138
825	25.53591845
826	25.53493293
827	25.53402584
828	25.53315196
829	25.5322273
830	25.5314372
831	25.53051674
832	25.52962554
833	25.52870754
834	25.52784727
835	25.52731113
836	25.52660533
837	25.52583949
838	25.52487382
839	25.52407019
840	25.5232154
841	25.52194436
842	25.52094898
843	25.52013747
844	25.51956141
845	25.51838857
846	25.51739945
847	25.51643528
848	25.51580641
849	25.51495283
850	25.51367481
851	25.51285391
852	25.51210219
853	25.51111053
854	25.50997824
855	25.50900193
856	25.50790799
857	25.50676105
858	25.506082
859	25.50501352
860	25.50409697
861	25.50316858
862	25.50237546
863	25.50098935
864	25.50010206
865	25.49934008
866	25.49808898
867	25.49711956
868	25.49630213
869	25.4951952
870	25.49440587
871	25.49352857
872	25.49285899
873	25.49144977
874	25.4905766
875	25.48980946
876	25.4888267
877	25.4879018
878	25.4869212
879	25.48592689
880	25.485383
881	25.48438493
882	25.48325088
883	25.48244339
884	25.48145823
885	25.48081886
886	25.47972597
887	25.47869491
888	25.47765551
889	25.47671397
890	25.47555051
891	25.47438552
892	25.47348933
893	25.47280494
894	25.47191295
895	25.47138902
896	25.47016856
897	25.46911397
898	25.46819667
899	25.46722901
900	25.46638457
901	25.46548807
902	25.46484351
903	25.46415302
904	25.46354839
905	25.46263136
906	25.461702
907	25.46071284
908	25.45982126
909	25.45891851
910	25.45804126
911	25.45692972
912	25.45597953
913	25.45476067
914	25.45374109
915	25.45262237
916	25.45186474
917	25.4506548
918	25.44993811
919	25.4490313
920	25.44805771
921	25.44685815
922	25.44605573
923	25.44516009
924	25.44435708
925	25.44343767
926	25.44263919
927	25.44132005
928	25.44044645
929	25.43950052
930	25.43827092
931	25.43738297
932	25.43653763
933	25.43551817
934	25.43447876
935	25.43333084
936	25.43253012
937	25.43165114
938	25.43057283
939	25.42955661
940	25.42867132
941	25.42777181
942	25.42670501
943	25.42569641
944	25.425048
945	25.42371081
946	25.42283857
947	25.42174726
948	25.42086644
949	25.4201057
950	25.41943483
951	25.41840106
952	25.41736658
953	25.41648058
954	25.41565659
955	25.41499325
956	25.41378796
957	25.41288529
958	25.41199088
959	25.41098801
960	25.41023624
961	25.40939947
962	25.40840952
963	25.4073926
964	25.4066782
965	25.40590309
966	25.40515371
967	25.40439174
968	25.40376527
969	25.40279262
970	25.40172096
971	25.40068579
972	25.39993918
973	25.39881988
974	25.397997
975	25.3972085
976	25.39641505
977	25.39565044
978	25.39470241
979	25.39396296
980	25.39314099
981	25.39254452
982	25.39172713
983	25.39085767
984	25.39005506
985	25.3890027
986	25.38830953
987	25.38723358
988	25.38601648
989	25.38503909
990	25.38410463
991	25.38335901
992	25.38239776
993	25.38142405
994	25.38053242
995	25.37998501
996	25.37918454
997	25.37841023
998	25.37724561
999	25.37605738
1000	25.37506745
1001	25.37431707
1002	25.37346877
1003	25.37282369
1004	25.37171417
1005	25.37072014
1006	25.36958793
1007	25.36860013
1008	25.36782907
1009	25.36686889
1010	25.36618103
1011	25.36532293
1012	25.36430162
1013	25.36355234
1014	25.36247357
1015	25.36139003
1016	25.36019229
1017	25.35943577
1018	25.35840677
1019	25.35740446
1020	25.35646114
1021	25.35539066
1022	25.35470752
1023	25.35386123
1024	25.3529723
1025	25.35229116
1026	25.35170218
1027	25.35102732
1028	25.349838
1029	25.34906199
1030	25.34824738
1031	25.34719129
1032	25.3462369
1033	25.34559551
1034	25.3447643
1035	25.3439136
1036	25.34314481
1037	25.34249094
1038	25.3414943
1039	25.34039769
1040	25.33936431
1041	25.33823978
1042	25.33724261
1043	25.33664141
1044	25.33592706
1045	25.33491631
1046	25.33403457
1047	25.33325138
1048	25.33220847
1049	25.33089965
1050	25.32971842
1051	25.3288087
1052	25.32754986
1053	25.32687544
1054	25.32586578
1055	25.32508332
1056	25.32382294
1057	25.32299516
1058	25.32217804
1059	25.32136956
1060	25.3202024
1061	25.31906531
1062	25.31809098
1063	25.31718969
1064	25.31631243
1065	25.31511705
1066	25.31426831
1067	25.31344292
1068	25.31270869
1069	25.31225078
1070	25.31148727
1071	25.31083598
1072	25.30983448
1073	25.30860365
1074	25.30743274
1075	25.30669744
1076	25.30584908
1077	25.30476293
1078	25.3040079
1079	25.3032979
1080	25.30224658
1081	25.3014308
1082	25.30030138
1083	25.29934129
1084	25.2985367
1085	25.29750082
1086	25.29697754
1087	25.29597744
1088	25.2951119
1089	25.29412462
1090	25.29313701
1091	25.29227051
1092	25.2915083
1093	25.29055676
1094	25.28963777
1095	25.28859435
1096	25.28757187
1097	25.2868715
1098	25.28568507
1099	25.28451221
1100	25.28386734
1101	25.28269476
1102	25.28155839
1103	25.28060571
1104	25.27954009
1105	25.27868751
1106	25.27789102
1107	25.27696226
1108	25.27575791
1109	25.27467082
1110	25.2739316
1111	25.27272053
1112	25.2716018
1113	25.27064426
1114	25.26952444
1115	25.26870045
1116	25.26798426
1117	25.26714383
1118	25.26627942
1119	25.26540637
1120	25.26446325
1121	25.26350554
1122	25.26294285
1123	25.26234387
1124	25.26151068
1125	25.26045661
1126	25.25959969
1127	25.2587524
1128	25.25781802
1129	25.25685439
1130	25.25603106
1131	25.25499813
1132	25.25387651
1133	25.25308452
1134	25.25224616
1135	25.25121862
1136	25.25046798
1137	25.24967973
1138	25.2486105
1139	25.2474402
1140	25.24645584
1141	25.24535749
1142	25.24428059
1143	25.24361719
1144	25.24237293
1145	25.24154148
1146	25.24075647
1147	25.24014365
1148	25.23924501
1149	25.23817902
1150	25.23703674
1151	25.23610525
1152	25.23518759
1153	25.2339416
1154	25.23330204
1155	25.23247856
1156	25.23140694
1157	25.2306249
1158	25.22951152
1159	25.22831989
1160	25.2274564
1161	25.22652989
1162	25.22541676
1163	25.22461479
1164	25.2236333
1165	25.22274321
1166	25.22199421
1167	25.22123639
1168	25.22011415
1169	25.21925493
1170	25.21829758
1171	25.21767981
1172	25.2171007
1173	25.21621947
1174	25.21524382
1175	25.2143995
1176	25.21349749
1177	25.21264326
1178	25.21155191
1179	25.21042312
1180	25.20946768
1181	25.20805748
1182	25.20723124
1183	25.20621158
1184	25.20528804
1185	25.20439924
1186	25.20339967
1187	25.20261096
1188	25.20153469
1189	25.20084687
1190	25.19993659
1191	25.19915879
1192	25.19834495
1193	25.19717186
1194	25.19649703
1195	25.19581493
1196	25.19500983
1197	25.19398633
1198	25.19336861
1199	25.19235415
1200	25.19147054
1201	25.19061694
1202	25.18978133
1203	25.18911834
1204	25.1883629
1205	25.18761554
1206	25.18659027
1207	25.18532233
1208	25.18443277
1209	25.18379249
1210	25.18277052
1211	25.18196916
1212	25.18093979
1213	25.18019214
1214	25.17940918
1215	25.17886431
1216	25.17765184
1217	25.17708602
1218	25.17620418
1219	25.17534955
1220	25.17458057
1221	25.17373925
1222	25.17295742
1223	25.1720832
1224	25.17108321
1225	25.17012723
1226	25.16923807
1227	25.16796472
1228	25.16704664
1229	25.16625911
1230	25.16540867
1231	25.16465757
1232	25.16391651
1233	25.16289968
1234	25.16182053
1235	25.16095088
1236	25.16037512
1237	25.15943513
1238	25.15867001
1239	25.15783086
1240	25.15726846
1241	25.15613853
1242	25.15533075
1243	25.15438418
1244	25.15364409
1245	25.15277979
1246	25.15204402
1247	25.1512863
1248	25.15049335
1249	25.14976975
1250	25.14881228
1251	25.14816572
1252	25.14722516
1253	25.14647102
1254	25.14572624
1255	25.14473134
1256	25.14422716
1257	25.14352934
1258	25.14263205
1259	25.14167568
1260	25.14064222
1261	25.13965134
1262	25.13901564
1263	25.13788215
1264	25.13676763
1265	25.13569106
1266	25.13473459
1267	25.13392564
1268	25.13298118
1269	25.13211226
1270	25.1311936
1271	25.13040199
1272	25.12970679
1273	25.12909707
1274	25.12847501
1275	25.12769533
1276	25.12684767
1277	25.1258806
1278	25.12502114
1279	25.12446486
1280	25.12368731
1281	25.12284258
1282	25.12220325
1283	25.12101711
1284	25.12013219
1285	25.11922644
1286	25.11824899
1287	25.11743223
1288	25.1166375
1289	25.11590949
1290	25.11495597
1291	25.11408962
1292	25.11309415
1293	25.11216582
1294	25.11146454
1295	25.11049891
1296	25.10988419
1297	25.10902389
1298	25.10817157
1299	25.10698311
1300	25.10626756
1301	25.10549888
1302	25.10482342
1303	25.10415739
1304	25.10334582
1305	25.10266097
1306	25.10194243
1307	25.10117609
1308	25.10056836
1309	25.09944412
1310	25.09835043
1311	25.09759048
1312	25.09661379
1313	25.09574294
1314	25.09498494
1315	25.09426276
1316	25.09331318
1317	25.09241409
1318	25.09136203
1319	25.09027513
1320	25.08906516
1321	25.08815914
1322	25.08732357
1323	25.08647604
1324	25.08535421
1325	25.08409417
1326	25.0831154
1327	25.0822206
1328	25.08124929
1329	25.08013403
1330	25.07906887
1331	25.07828228
1332	25.07738259
1333	25.07637243
1334	25.07564996
1335	25.07486446
1336	25.0739819
1337	25.07307055
1338	25.07215698
1339	25.07137833
1340	25.07053793
1341	25.06950605
1342	25.06852108
1343	25.06739343
1344	25.06650103
1345	25.06540175
1346	25.0646834
1347	25.06400578
1348	25.06320071
1349	25.06211493
1350	25.06114079
1351	25.06047615
1352	25.05979204
1353	25.05880155
1354	25.05770888
1355	25.05692979
1356	25.05596746
1357	25.0551234
1358	25.05452252
1359	25.05363713
1360	25.05280633
1361	25.05200185
1362	25.05110357
1363	25.04991623
1364	25.04913388
1365	25.0482296
1366	25.04749548
1367	25.04673147
1368	25.04602265
1369	25.04538201
1370	25.04441842
1371	25.04350509
1372	25.04262784
1373	25.0418168
1374	25.04089934
1375	25.04010628
1376	25.03933893
1377	25.03812462
1378	25.03727263
1379	25.03636032
1380	25.03560827
1381	25.03458278
1382	25.0336862
1383	25.03281757
1384	25.03209984
1385	25.03123044
1386	25.03022719
1387	25.02937948
1388	25.02811485
1389	25.02741776
1390	25.02678827
1391	25.02606472
1392	25.0253091
1393	25.02418971
1394	25.02335713
1395	25.0226041
1396	25.02165873
1397	25.0207645
1398	25.02004754
1399	25.0195515
1400	25.01857143
1401	25.0178877
1402	25.01692058
1403	25.01614642
1404	25.01509442
1405	25.01422441
1406	25.01389098
1407	25.01342875
1408	25.01259403
1409	25.01171866
1410	25.01101781
1411	25.00986235
1412	25.00889081
1413	25.0077124
1414	25.0068831
1415	25.00604657
1416	25.00534284
1417	25.00456292
1418	25.00355773
1419	25.00274211
1420	25.00165683
1421	25.00102356
1422	25.00045312
1423	24.99971378
1424	24.99872679
1425	24.99748543
1426	24.99658204
1427	24.99562701
1428	24.99489436
1429	24.99419937
1430	24.99342606
1431	24.99254704
1432	24.99166076
1433	24.99076628
1434	24.98990735
1435	24.98907022
1436	24.98832316
1437	24.98739104
1438	24.98650426
1439	24.98553176
1440	24.98475463
1441	24.98361092
1442	24.98237202
1443	24.98128271
1444	24.98045565
1445	24.97970713
1446	24.97889293
1447	24.97796181
1448	24.97717939
1449	24.9759588
1450	24.97517784
1451	24.97436133
1452	24.97345721
1453	24.97275325
1454	24.97186214
1455	24.97116781
1456	24.97033457
1457	24.96937216
1458	24.96842352
1459	24.96747516
1460	24.96634207
1461	24.96561556
1462	24.96483279
1463	24.96386306
1464	24.96301914
1465	24.96244616
1466	24.96203878
1467	24.96110309
1468	24.96009043
1469	24.95932379
1470	24.95844016
1471	24.95752344
1472	24.9568829
1473	24.95608845
1474	24.95547478
1475	24.95465961
1476	24.95384002
1477	24.95294455
1478	24.95220998
1479	24.95128226
1480	24.9503994
1481	24.94997879
1482	24.94925829
1483	24.94863989
1484	24.94776258
1485	24.94703836
1486	24.94613231
1487	24.94516476
1488	24.94412363
1489	24.94329731
1490	24.94250433
1491	24.94171012
1492	24.9411717
1493	24.94024235
1494	24.93947994
1495	24.93853572
1496	24.93790393
1497	24.93707333
1498	24.93581869
1499	24.93521337
1500	24.9344144
1501	24.93350651
1502	24.93278484
1503	24.93203159
1504	24.93128123
1505	24.93040315
1506	24.92946465
1507	24.92894004
1508	24.9280677
1509	24.92763989
1510	24.92670356
1511	24.92602281
1512	24.92523057
1513	24.92466683
1514	24.92385809
1515	24.92316736
1516	24.92227129
1517	24.92150677
1518	24.92060678
1519	24.91969869
1520	24.91913365
1521	24.91839164
1522	24.91734063
1523	24.91637254
1524	24.91580142
1525	24.91484464
1526	24.9141502
1527	24.91345253
1528	24.91266023
1529	24.91180372
1530	24.91088975
1531	24.91029522
1532	24.90955017
1533	24.90850939
1534	24.90765343
1535	24.90703632
1536	24.90623051
1537	24.90559501
1538	24.90466616
1539	24.90403156
1540	24.90346262
1541	24.9027291
1542	24.90185219
1543	24.9012087
1544	24.90052611
1545	24.90002035
1546	24.89927916
1547	24.89830606
1548	24.89740445
1549	24.89636042
1550	24.89559213
1551	24.8949652
1552	24.89452609
1553	24.89388432
1554	24.89321518
1555	24.89226231
1556	24.89155416
1557	24.89087502
1558	24.89024449
1559	24.88920154
1560	24.88861871
1561	24.88765442
1562	24.88701646
1563	24.88608675
1564	24.88500235
1565	24.88419944
1566	24.88343435
1567	24.8824776
1568	24.88163073
1569	24.88083973
1570	24.8798751
1571	24.87913011
1572	24.87836292
1573	24.87721022
1574	24.87625935
1575	24.87549067
1576	24.87452472
1577	24.87376879
1578	24.87249531
1579	24.87191235
1580	24.87123357
1581	24.8704826
1582	24.86910546
1583	24.86850357
1584	24.86787229
1585	24.866794
1586	24.86573942
1587	24.86494961
1588	24.86409689
1589	24.86337313
1590	24.86259487
1591	24.86170499
1592	24.86093412
1593	24.86002431
1594	24.85882387
1595	24.85806765
1596	24.85738906
1597	24.85652969
1598	24.85599584
1599	24.85560787
1600	24.85468046
1601	24.85379426
1602	24.85279834
1603	24.85194795
1604	24.85135778
1605	24.8505711
1606	24.85009211
1607	24.84914768
1608	24.84820755
1609	24.84724027
1610	24.84635344
1611	24.84577954
1612	24.84493889
1613	24.8441691
1614	24.84325742
1615	24.84243742
1616	24.84134531
1617	24.84040387
1618	24.83998218
1619	24.83899969
1620	24.83779671
1621	24.83700276
1622	24.83582699
1623	24.83508723
1624	24.83433946
1625	24.83345471
1626	24.83244148
1627	24.83184301
1628	24.83076257
1629	24.83018493
1630	24.82902194
1631	24.82824517
1632	24.82757706
1633	24.82659495
1634	24.82582865
1635	24.82493578
1636	24.82399323
1637	24.8231845
1638	24.82252583
1639	24.8219993
1640	24.82129826
1641	24.82042301
1642	24.81974085
1643	24.81892758
1644	24.81800847
1645	24.81714689
1646	24.81633374
1647	24.81548059
1648	24.81501524
1649	24.81433576
1650	24.81370574
1651	24.81306033
1652	24.81215185
1653	24.81128251
1654	24.81048644
1655	24.80980804
1656	24.80933872
1657	24.80826221
1658	24.80757216
1659	24.80654121
1660	24.80601334
1661	24.80501063
1662	24.80444314
1663	24.80388583
1664	24.80284863
1665	24.80202427
